********************************************************************************
LOGGING TIME: 20180927_213726
CLIENT IP: 127.0.0.1
USERNAME: Rahul
OS: Windows 10
ARCHITECTURE: amd64
VERSION: 10.0
RESOLUTION: 1366.0 768.0
********************************************************************************
MM, 684, 391, 1537598372329
MM, 690, 399, 16
MM, 696, 408, 0
MM, 706, 416, 15
MM, 717, 424, 16
MM, 730, 428, 16
MM, 740, 430, 15
MM, 752, 430, 0
MM, 763, 426, 16
MM, 772, 418, 15
MM, 786, 395, 16
MM, 796, 352, 16
MM, 796, 314, 15
MM, 789, 264, 0
MM, 778, 226, 16
MM, 766, 193, 16
MM, 754, 172, 15
MM, 745, 163, 16
MM, 726, 152, 0
MM, 696, 142, 15
MM, 663, 141, 16
MM, 629, 145, 16
MM, 593, 159, 15
MM, 560, 179, 0
MM, 532, 202, 16
MM, 507, 232, 16
MM, 503, 342, 93
MM, 550, 361, 0
MM, 604, 375, 16
MM, 657, 383, 0
MM, 698, 385, 16
MM, 733, 385, 15
MM, 760, 385, 16
MM, 781, 382, 15
MM, 796, 375, 0
MM, 807, 370, 16
MM, 816, 364, 16
MM, 821, 360, 15
MM, 825, 357, 16
MM, 828, 354, 16
MM, 831, 352, 0
MM, 836, 348, 15
MM, 843, 344, 16
MM, 850, 340, 15
MM, 858, 337, 16
MM, 865, 334, 0
MM, 869, 332, 16
MM, 871, 332, 15
MM, 875, 332, 16
MM, 877, 332, 16
MM, 878, 332, 0
MM, 879, 332, 15
MM, 879, 335, 16
MM, 879, 342, 16
MM, 879, 350, 15
MM, 879, 359, 16
MM, 879, 370, 0
MM, 878, 381, 15
MM, 878, 391, 16
MM, 878, 401, 16
MM, 878, 408, 15
MM, 881, 413, 0
MM, 884, 419, 16
MM, 888, 425, 16
MM, 890, 430, 15
MM, 891, 432, 16
MM, 892, 434, 0
MM, 893, 435, 15
MM, 893, 435, 16
MM, 893, 436, 16
MM, 893, 437, 31
MM, 893, 438, 0
MM, 893, 438, 15
MM, 892, 441, 16
MM, 888, 442, 16
MM, 884, 445, 15
MM, 881, 447, 0
MM, 878, 448, 16
MM, 876, 449, 16
MM, 874, 450, 15
MM, 872, 450, 16
MM, 871, 450, 0
MM, 868, 450, 15
MM, 865, 450, 16
MM, 861, 450, 16
MM, 855, 450, 15
MM, 850, 450, 16
MM, 847, 450, 0
MM, 843, 450, 16
MM, 841, 450, 15
MP, 1, 219
MR, 1, 125
MC, 1, 0
MM, 841, 449, 297
MM, 839, 448, 15
MM, 836, 445, 16
MM, 831, 440, 16
MM, 823, 431, 15
MM, 810, 415, 0
MM, 801, 404, 16
MM, 793, 392, 16
MM, 786, 384, 15
MM, 782, 376, 16
MM, 778, 369, 15
MM, 775, 362, 0
MM, 770, 352, 16
MM, 766, 343, 16
MM, 762, 332, 15
MM, 759, 322, 0
MM, 757, 312, 16
MM, 755, 304, 16
MM, 755, 297, 15
MM, 755, 293, 16
MM, 755, 291, 16
MM, 755, 289, 0
MM, 755, 288, 15
MM, 755, 286, 16
MM, 755, 285, 15
MM, 755, 284, 16
MM, 755, 283, 0
MM, 755, 283, 16
MM, 755, 282, 15
MM, 755, 282, 16
MM, 755, 280, 15
MM, 755, 280, 16
MM, 755, 279, 0
MM, 755, 277, 16
MM, 755, 275, 15
MM, 755, 275, 16
MM, 755, 273, 16
MP, 1, 265
MR, 1, 125
MC, 1, 0
MM, 753, 273, 141
MM, 744, 273, 15
MM, 729, 271, 16
MM, 689, 262, 16
MM, 649, 251, 15
MM, 608, 240, 16
MM, 575, 229, 0
MM, 550, 220, 16
MM, 531, 213, 15
MM, 518, 209, 16
MM, 508, 203, 15
MM, 501, 198, 16
MM, 494, 193, 0
MM, 488, 189, 16
MM, 480, 184, 15
MM, 473, 180, 16
MM, 466, 176, 0
MM, 459, 173, 16
MM, 455, 171, 15
MM, 452, 170, 16
MM, 450, 169, 15
MM, 449, 168, 0
MM, 447, 167, 16
MM, 445, 166, 16
MM, 444, 165, 15
MM, 443, 165, 16
MM, 442, 165, 16
MM, 442, 165, 0
MM, 441, 165, 31
MM, 441, 164, 47
MM, 442, 164, 62
MM, 442, 164, 16
MM, 443, 164, 16
MM, 444, 166, 15
MM, 445, 166, 16
MM, 446, 167, 0
MM, 447, 167, 15
MM, 449, 168, 16
MM, 449, 168, 16
MP, 1, 218
MR, 1, 141
MC, 1, 0
MM, 452, 168, 187
MM, 461, 169, 16
MM, 486, 172, 0
MM, 544, 182, 16
MM, 628, 206, 15
MM, 673, 226, 16
MM, 724, 261, 16
MM, 786, 304, 0
MM, 838, 343, 15
MM, 882, 379, 16
MM, 916, 407, 15
MM, 938, 423, 16
MM, 948, 430, 0
MM, 950, 432, 219
MM, 955, 438, 15
MM, 977, 460, 16
MM, 1024, 515, 16
MM, 1066, 569, 0
MM, 1104, 623, 15
MM, 1126, 663, 16
