********************************************************************************
LOGGING TIME: 20181029_134643
CLIENT IP: 10.147.195.63
USERNAME: user
OS: Windows 8.1
ARCHITECTURE: amd64
VERSION: 6.3
RESOLUTION: 1366.0 768.0
********************************************************************************
MM, 434, 599, 1541893259264
MM, 426, 583, 0
MM, 415, 560, 15
MM, 402, 535, 0
MM, 387, 509, 16
MM, 367, 481, 0
MM, 347, 454, 16
MM, 328, 428, 0
MM, 313, 406, 15
MM, 301, 390, 0
MM, 288, 374, 16
MM, 281, 366, 0
MM, 278, 362, 15
MM, 278, 361, 0
MM, 278, 361, 32
MP, 1, 93
MR, 1, 110
MC, 1, 0
MM, 278, 360, 281
MM, 277, 360, 0
MM, 276, 359, 16
MM, 274, 357, 0
MM, 272, 354, 15
MM, 270, 351, 0
MM, 268, 348, 16
MM, 266, 345, 0
MM, 264, 342, 15
MM, 264, 340, 0
MM, 263, 337, 16
MM, 262, 335, 0
MM, 261, 331, 0
MM, 260, 326, 16
MM, 257, 321, 15
MM, 254, 313, 0
MM, 250, 305, 16
MM, 248, 297, 0
MM, 244, 290, 16
MM, 240, 282, 0
MM, 235, 275, 0
MM, 230, 269, 15
MM, 226, 264, 0
MM, 223, 261, 16
MM, 221, 258, 0
MM, 220, 258, 15
MM, 220, 256, 47
MM, 220, 255, 16
MM, 220, 250, 0
MM, 221, 247, 16
MM, 224, 241, 0
MM, 229, 236, 15
MM, 237, 231, 0
MM, 249, 225, 16
MM, 269, 217, 0
MM, 288, 211, 15
MM, 312, 207, 0
MM, 340, 206, 16
MM, 369, 203, 0
MM, 398, 202, 16
MM, 425, 198, 0
MM, 450, 196, 15
MM, 470, 194, 0
MM, 486, 193, 16
MM, 499, 193, 0
MM, 511, 193, 16
MM, 518, 193, 0
MM, 522, 193, 15
MM, 523, 193, 0
MM, 523, 193, 78
MM, 522, 193, 16
MM, 521, 194, 0
MM, 518, 194, 16
MM, 516, 195, 0
MM, 512, 196, 15
MM, 508, 197, 0
MM, 503, 197, 16
MM, 499, 198, 0
MM, 494, 198, 16
MM, 490, 199, 0
MM, 485, 199, 15
MM, 478, 199, 0
MM, 472, 199, 16
MM, 465, 199, 0
MM, 458, 198, 15
MM, 450, 197, 0
MM, 444, 197, 16
MM, 437, 196, 0
MM, 431, 196, 16
MM, 425, 196, 0
MM, 420, 196, 15
MM, 417, 196, 0
MM, 414, 195, 16
MM, 414, 195, 0
MM, 414, 194, 78
MP, 1, 0
MR, 1, 94
MC, 1, 0
MP, 1, 93
MR, 1, 125
MC, 2, 0
MM, 414, 193, 172
MM, 412, 192, 16
MM, 409, 190, 0
MM, 405, 187, 16
MM, 399, 182, 0
MM, 391, 176, 15
MM, 380, 167, 0
MM, 366, 157, 16
MM, 354, 146, 0
MM, 338, 132, 15
MM, 325, 122, 0
MM, 313, 114, 16
MM, 298, 104, 0
MM, 285, 94, 16
MM, 270, 85, 0
MM, 255, 76, 15
MM, 244, 69, 0
MM, 234, 63, 16
MM, 223, 58, 0
MM, 214, 50, 16
MM, 204, 43, 0
MM, 195, 35, 15
MM, 188, 30, 0
MM, 183, 25, 16
MM, 178, 22, 0
MM, 175, 20, 15
MM, 173, 17, 0
MM, 172, 16, 16
MM, 172, 16, 0
MM, 171, 16, 78
MM, 170, 16, 0
MM, 168, 18, 16
MM, 166, 20, 0
MM, 164, 23, 16
MM, 161, 26, 0
MM, 158, 29, 15
MM, 153, 32, 0
MM, 147, 35, 16
MM, 140, 38, 0
MM, 133, 39, 15
MM, 125, 41, 0
MM, 118, 43, 16
MM, 110, 45, 0
MM, 103, 45, 16
MM, 99, 46, 0
MM, 95, 48, 15
MM, 93, 48, 0
MM, 92, 49, 16
MM, 91, 49, 0
MM, 90, 50, 15
MM, 89, 50, 0
MM, 88, 51, 16
MM, 87, 52, 0
MM, 86, 54, 16
MM, 86, 55, 0
MM, 86, 56, 15
MM, 85, 57, 0
MM, 85, 57, 16
MM, 85, 58, 172
MM, 85, 58, 31
MM, 85, 59, 0
MM, 85, 59, 16
MM, 86, 59, 15
MM, 86, 59, 63
MM, 86, 59, 203
MP, 1, 0
MR, 1, 109
MC, 1, 0
MM, 87, 60, 625
MM, 87, 62, 0
MM, 88, 64, 16
MM, 89, 66, 0
MM, 91, 71, 16
MM, 92, 75, 15
MM, 95, 82, 0
MM, 98, 90, 16
MM, 101, 98, 0
MM, 104, 106, 0
MM, 108, 116, 16
MM, 113, 128, 0
MM, 119, 142, 15
MM, 126, 158, 0
MM, 133, 172, 16
MM, 141, 191, 0
MM, 151, 213, 15
MM, 160, 236, 0
MM, 170, 257, 16
MM, 180, 276, 0
MM, 190, 293, 16
MM, 199, 308, 0
MM, 209, 323, 15
MM, 217, 336, 0
MM, 224, 345, 16
MM, 229, 353, 0
MM, 234, 361, 15
