********************************************************************************
LOGGING TIME: 20161112_160359
CLIENT IP: 10.105.74.162
USERNAME: V.Uday
OS: Windows 8
**********************************Emotional database********************************************************************************
MM, 639, 692, 1477468750517
MM, 635, 681, 8
MM, 629, 669, 8
MM, 625, 657, 8
MM, 621, 646, 8
MM, 618, 635, 7
MM, 617, 623, 8
MM, 616, 608, 8
MM, 13, 14, 9
MM, 19, 29, 7
MM, 19, 7, 9
MM, 9, 20, 8
MM, 616, 500, 8
MM, 13, 18, 8
MM, 14, 3, 8
MM, 618, 456, 7
MM, 355, 87, 8
MM, 356, 79, 9
MM, 359, 69, 8
MM, 363, 58, 8
MM, 366, 47, 7
MM, 367, 36, 9
MM, 368, 26, 8
MM, 371, 16, 8
MM, 372, 8, 7
MM, 373, 1, 8
MM, 637, 351, 9
MM, 637, 346, 7
MM, 639, 341, 9
MM, 641, 335, 8
MM, 641, 327, 7
MM, 643, 322, 9
MM, 646, 313, 8
MM, 384, 76, 8
MM, 388, 67, 8
MM, 389, 61, 10
MM, 391, 56, 6
MM, 392, 53, 8
MM, 394, 50, 8
MM, 395, 48, 8
MM, 396, 45, 8
MM, 397, 44, 8
MM, 398, 42, 8
MM, 399, 41, 7
MM, 399, 40, 8
MM, 399, 38, 9
MM, 400, 38, 7
MM, 401, 36, 8
MM, 402, 35, 121
MM, 402, 34, 37632
MM, 394, 37, 8
MM, 383, 41, 8
MM, 374, 43, 8
MM, 370, 45, 7
MM, 367, 46, 8
MM, 365, 46, 9
MM, 363, 47, 72
MM, 360, 48, 15
MM, 354, 49, 8
MM, 349, 51, 9
MM, 344, 52, 8
MM, 337, 56, 8
MM, 328, 60, 7
MM, 320, 63, 8
MM, 309, 68, 9
MM, 296, 75, 8
MM, 546, 314, 8
MM, 526, 329, 8
MM, 511, 342, 8
MM, 230, 0, 8
MM, 213, 13, 7
MM, 199, 24, 9
MM, 189, 33, 8
MM, 179, 40, 7
MM, 171, 46, 8
MM, 165, 53, 8
MM, 162, 55, 8
MM, 158, 56, 9
MM, 156, 56, 8
MM, 156, 57, 152
MM, 155, 58, 7
MM, 154, 61, 9
MM, 154, 64, 7
MM, 154, 68, 8
MM, 154, 71, 9
MM, 154, 74, 7
MM, 154, 78, 9
MM, 154, 80, 8
MM, 154, 84, 8
MM, 154, 87, 8
MM, 417, 448, 8
MM, 416, 449, 8
MM, 416, 450, 8
MM, 414, 456, 7
MM, 413, 458, 9
MM, 412, 460, 8
MM, 410, 463, 8
MM, 18, 0, 7
MM, 17, 4, 9
MM, 14, 8, 7
MM, 13, 11, 9
MM, 12, 14, 7
MM, 12, 15, 281
MM, 11, 15, 7
MM, 10, 16, 8
MM, 8, 18, 9
MM, 6, 21, 8
MM, 5, 23, 7
MM, 5, 24, 144
MM, 4, 25, 8
MM, 2, 25, 9
MM, 1, 27, 8
MM, 385, 496, 8
MM, 382, 499, 8
MM, 28, 0, 7
MM, 27, 3, 8
MM, 26, 5, 9
MM, 26, 6, 8
MM, 26, 7, 144
MM, 25, 11, 16
MM, 24, 14, 7
MM, 23, 17, 8
MM, 20, 21, 8
MM, 19, 24, 8
MM, 18, 26, 9
MM, 17, 27, 8
MM, 17, 29, 8
MM, 17, 30, 16
MM, 369, 533, 8
MM, 369, 534, 7
MM, 369, 535, 8
MM, 369, 536, 72
MM, 369, 537, 9
MM, 25, 2, 16
MM, 25, 4, 8
