********************************************************************************
LOGGING TIME: 20161112_162920
CLIENT IP: 10.105.74.162
USERNAME: V.Uday
OS: Windows 8
**********************************Emotional database********************************************************************************
MM, 657, 695, 1477468750725
MM, 653, 684, 8
MM, 651, 676, 8
MM, 649, 667, 8
MM, 649, 660, 8
MM, 648, 652, 9
MM, 647, 647, 8
MM, 647, 642, 8
MM, 647, 637, 8
MM, 647, 632, 8
MM, 647, 628, 7
MM, 647, 623, 8
MM, 647, 619, 8
MM, 648, 613, 8
MM, 8, 30, 8
MM, 9, 18, 9
MM, 9, 8, 7
MM, 649, 572, 9
MM, 12, 21, 8
MM, 12, 10, 8
MM, 649, 538, 8
MM, 5, 27, 8
MM, 5, 18, 7
MM, 6, 8, 9
MM, 652, 501, 7
MM, 9, 28, 9
MM, 10, 18, 8
MM, 12, 9, 8
MM, 658, 464, 7
MM, 658, 457, 8
MM, 660, 452, 9
MM, 660, 447, 8
MM, 399, 84, 8
MM, 400, 81, 7
MM, 401, 78, 9
MM, 404, 75, 7
MM, 404, 73, 8
MM, 406, 71, 8
MM, 408, 70, 8
MM, 409, 67, 9
MM, 410, 67, 8
MM, 411, 65, 7
MM, 411, 64, 9
MM, 412, 63, 8
MM, 413, 62, 8
MM, 414, 60, 16
MM, 414, 59, 8
MM, 414, 57, 16
MM, 415, 53, 8
MM, 417, 50, 8
MM, 418, 48, 8
MM, 420, 43, 8
MM, 423, 39, 8
MM, 424, 33, 8
MM, 426, 27, 7
MM, 428, 22, 8
MM, 429, 16, 8
MM, 430, 11, 8
MM, 430, 9, 8
MM, 431, 5, 8
MM, 432, 3, 8
MM, 433, 1, 8
MM, 698, 356, 8
MM, 698, 355, 8
MM, 698, 353, 8
MM, 699, 352, 9
MM, 699, 351, 7
MM, 699, 349, 9
MM, 699, 348, 7
MM, 699, 346, 8
MM, 699, 345, 9
MM, 700, 341, 8
MM, 701, 340, 8
MM, 701, 339, 7
MM, 701, 337, 9
MM, 702, 334, 8
MM, 702, 333, 7
MM, 703, 330, 8
MM, 703, 327, 8
